   3.98611780321414e-01   3.98611584325529e-01   3.98611234251495e-01   3.98610734386708e-01   3.98610091065093e-01   3.98609312642927e-01   3.98608409537630e-01   3.98607394274927e-01   3.98606281536138e-01   3.98605088200158e-01   3.98603833374447e-01   3.98602538408900e-01   3.98601226886308e-01   3.98599924582675e-01   3.98598659390696e-01   3.98597461199979e-01   3.98596361727730e-01   3.98595394294541e-01   3.98594593540660e-01   3.98593995079485e-01   3.98593635086401e-01   3.98593549822955e-01   3.98593775098416e-01   3.98594345672979e-01   3.98595294609352e-01   3.98596652582024e-01   3.98598447156026e-01   3.98600702049504e-01   3.98603436396805e-01   3.98606664030678e-01   3.98610392803851e-01   3.98614623971482e-01   3.98619351656216e-01   3.98624562417469e-01   3.98630234945653e-01   3.98636339900056e-01   3.98642839906314e-01   3.98649689726243e-01   3.98656836608114e-01   3.98664220821031e-01   3.98671776370884e-01   3.98679431890489e-01   3.98687111690029e-01   3.98694736947881e-01   3.98702227017635e-01   3.98709500820570e-01   3.98716478290568e-01   3.98723081834284e-01   3.98729237768165e-01   3.98734877693789e-01   3.98739939773574e-01   3.98744369871704e-01   3.98748122528964e-01   3.98751161745041e-01   3.98753461548078e-01   3.98755006337938e-01   3.98755790996872e-01   3.98755820768795e-01   3.98755110915485e-01   3.98753686164787e-01   3.98751579971916e-01   3.98748833620045e-01   3.98745495190097e-01   3.98741618432397e-01   3.98737261574278e-01   3.98732486097459e-01   3.98727355518278e-01   3.98721934201333e-01   3.98716286234245e-01   3.98710474387127e-01   3.98704559176288e-01   3.98698598047108e-01   3.98692644686162e-01   3.98686748468108e-01   3.98680954038907e-01   3.98675301032613e-01   3.98669823915701e-01   3.98664551950350e-01   3.98659509265492e-01   3.98654715022986e-01   3.98650183665461e-01   3.98645925231265e-01   3.98641945723041e-01   3.98638247515581e-01   3.98634829790532e-01   3.98631688985940e-01   3.98628819250003e-01   3.98626212889834e-01   3.98623860807371e-01   3.98621752916114e-01   3.98619878533383e-01   3.98618226744423e-01   3.98616786735609e-01   3.98615548094816e-01   3.98614501078217e-01   3.98613636842981e-01   3.98612947645895e-01   3.98612427007870e-01   3.98612069840911e-01   3.98611872487187e-01
   3.98346512204404e-01   3.98345493888667e-01   3.98343675150649e-01   3.98341078440254e-01   3.98337736902598e-01   3.98333694236092e-01   3.98329004873211e-01   3.98323734200875e-01   3.98317958778285e-01   3.98311766524899e-01   3.98305256850506e-01   3.98298540696909e-01   3.98291740460686e-01   3.98284989764153e-01   3.98278433042395e-01   3.98272224915586e-01   3.98266529316978e-01   3.98261518351094e-01   3.98257370860736e-01   3.98254270687325e-01   3.98252404615831e-01   3.98251960003778e-01   3.98253122103141e-01   3.98256071093605e-01   3.98260978856839e-01   3.98268005532480e-01   3.98277295908084e-01   3.98288975706583e-01   3.98303147846113e-01   3.98319888756670e-01   3.98339244847134e-01   3.98361229224133e-01   3.98385818768056e-01   3.98412951674765e-01   3.98442525571396e-01   3.98474396309756e-01   3.98508377532303e-01   3.98544241094968e-01   3.98581718412159e-01   3.98620502770355e-01   3.98660252627406e-01   3.98700595889870e-01   3.98741135125371e-01   3.98781453631412e-01   3.98821122253598e-01   3.98859706803629e-01   3.98896775905898e-01   3.98931909069230e-01   3.98964704763721e-01   3.98994788272456e-01   3.99021819083714e-01   3.99045497598598e-01   3.99065570947391e-01   3.99081837734390e-01   3.99094151567991e-01   3.99102423274611e-01   3.99106621742071e-01   3.99106773387944e-01   3.99102960296259e-01   3.99095317112159e-01   3.99084026824409e-01   3.99069315599900e-01   3.99051446858523e-01   3.99030714793555e-01   3.99007437550015e-01   3.98981950269344e-01   3.98954598200752e-01   3.98925730060255e-01   3.98895691797217e-01   3.98864820899664e-01   3.98833441341975e-01   3.98801859248847e-01   3.98770359319150e-01   3.98739202026064e-01   3.98708621587084e-01   3.98678824673752e-01   3.98649989814221e-01   3.98622267429349e-01   3.98595780431237e-01   3.98570625307767e-01   3.98546873614803e-01   3.98524573794407e-01   3.98503753245415e-01   3.98484420570198e-01   3.98466567933142e-01   3.98450173469974e-01   3.98435203695073e-01   3.98421615862184e-01   3.98409360241018e-01   3.98398382280408e-01   3.98388624633850e-01   3.98380029031369e-01   3.98372537986164e-01   3.98366096328299e-01   3.98360652563462e-01   3.98356160055534e-01   3.98352578034296e-01   3.98349872428752e-01   3.98348016509010e-01   3.98346991075367e-01
   3.97880067709444e-01   3.97877628196841e-01   3.97873271641406e-01   3.97867052611198e-01   3.97859051578448e-01   3.97849374507623e-01   3.97838153196824e-01   3.97825545696548e-01   3.97811736708013e-01   3.97796937899806e-01   3.97781388081256e-01   3.97765353166387e-01   3.97749125863732e-01   3.97733025023100e-01   3.97717394573385e-01   3.97702601989709e-01   3.97689036231289e-01   3.97677105101042e-01   3.97667231986344e-01   3.97659851952037e-01   3.97655407169187e-01   3.97654341677698e-01   3.97657095496767e-01   3.97664098112770e-01   3.97675761392464e-01   3.97692471987062e-01   3.97714583311944e-01   3.97742407206283e-01   3.97776205398630e-01   3.97816180924870e-01   3.97862469668026e-01   3.97915132214304e-01   3.97974146239884e-01   3.98039399666832e-01   3.98110684847160e-01   3.98187694047115e-01   3.98270016510773e-01   3.98357137383870e-01   3.98448438759393e-01   3.98543203082170e-01   3.98640619093526e-01   3.98739790442451e-01   3.98839746998610e-01   3.98939458799033e-01   3.99037852463061e-01   3.99133829767906e-01   3.99226287979641e-01   3.99314141406107e-01   3.99396343548890e-01   3.99471909162206e-01   3.99539935480620e-01   3.99599621876537e-01   3.99650287244137e-01   3.99691384477005e-01   3.99722511518079e-01   3.99743418596613e-01   3.99754011425141e-01   3.99754350300912e-01   3.99744645223771e-01   3.99725247303423e-01   3.99696636868466e-01   3.99659408804938e-01   3.99614255731260e-01   3.99561949665375e-01   3.99503322854160e-01   3.99439248410956e-01   3.99370621365788e-01   3.99298340658023e-01   3.99223292519353e-01   3.99146335594933e-01   3.99068288054814e-01   3.98989916850960e-01   3.98911929181956e-01   3.98834966147297e-01   3.98759598509740e-01   3.98686324423493e-01   3.98615568947213e-01   3.98547685136137e-01   3.98482956487333e-01   3.98421600508874e-01   3.98363773189814e-01   3.98309574150371e-01   3.98259052280937e-01   3.98212211680938e-01   3.98169017744253e-01   3.98129403252014e-01   3.98093274356994e-01   3.98060516366307e-01   3.98030999247357e-01   3.98004582801907e-01   3.97981121464818e-01   3.97960468702357e-01   3.97942480994149e-01   3.97927021390232e-01   3.97913962646712e-01   3.97903189943473e-01   3.97894603192116e-01   3.97888118938904e-01   3.97883671824432e-01   3.97881214975611e-01
   3.97230728497122e-01   3.97226366610223e-01   3.97218578341944e-01   3.97207463443514e-01   3.97193168773433e-01   3.97175887367836e-01   3.97155858804539e-01   3.97133369657714e-01   3.97108753876307e-01   3.97082392987695e-01   3.97054716030593e-01   3.97026199117022e-01   3.96997364529522e-01   3.96968779256284e-01   3.96941052875808e-01   3.96914834712898e-01   3.96890810194857e-01   3.96869696353514e-01   3.96852236430938e-01   3.96839193561752e-01   3.96831343517969e-01   3.96829466515449e-01   3.96834338092746e-01   3.96846719080892e-01   3.96867344692262e-01   3.96896912763708e-01   3.96936071198638e-01   3.96985404665041e-01   3.97045420627273e-01   3.97116534815174e-01   3.97199056274811e-01   3.97293172201852e-01   3.97398932821392e-01   3.97516236663012e-01   3.97644816674100e-01   3.97784227708165e-01   3.97933836016604e-01   3.98092811458471e-01   3.98260123186996e-01   3.98434539595666e-01   3.98614633253226e-01   3.98798791479923e-01   3.98985233041240e-01   3.99172031201295e-01   3.99357143120891e-01   3.99538445213744e-01   3.99713773762482e-01   3.99880969713735e-01   4.00037926261332e-01   4.00182637566768e-01   4.00313246774950e-01   4.00428091412048e-01   4.00525744292785e-01   4.00605048215502e-01   4.00665142994708e-01   4.00705483735580e-01   4.00725849678742e-01   4.00726343407184e-01   4.00707380664725e-01   4.00669671469571e-01   4.00614193578059e-01   4.00542159650232e-01   4.00454979662857e-01   4.00354220217989e-01   4.00241562400468e-01   4.00118759743584e-01   3.99987597716806e-01   3.99849855929186e-01   3.99707274004922e-01   3.99561521819513e-01   3.99414174534024e-01   3.99266692624751e-01   3.99120406887065e-01   3.98976508214073e-01   3.98836041818713e-01   3.98699905454301e-01   3.98568851126860e-01   3.98443489765406e-01   3.98324298302718e-01   3.98211628640409e-01   3.98105718011233e-01   3.98006700283049e-01   3.97914617827056e-01   3.97829433598517e-01   3.97751043160788e-01   3.97679286422577e-01   3.97613958910370e-01   3.97554822444696e-01   3.97501615124696e-01   3.97454060561606e-01   3.97411876321106e-01   3.97374781564284e-01   3.97342503889371e-01   3.97314785385082e-01   3.97291387923429e-01   3.97272097715380e-01   3.97256729157210e-01   3.97245127985951e-01   3.97237173682494e-01   3.97232780010572e-01
   3.96424792139270e-01   3.96418144400613e-01   3.96406277587084e-01   3.96389348532358e-01   3.96367587622934e-01   3.96341296975035e-01   3.96310850469834e-01   3.96276693824264e-01   3.96239344458760e-01   3.96199391033188e-01   3.96157492533010e-01   3.96114376788981e-01   3.96070838331798e-01   3.96027735486280e-01   3.95985986631352e-01   3.95946565574333e-01   3.95910496003285e-01   3.95878845007667e-01   3.95852715672459e-01   3.95833238764154e-01   3.95821563530061e-01   3.95818847627407e-01   3.95826246183038e-01   3.95844899954218e-01   3.95875922526024e-01   3.95920386436272e-01   3.95979308075669e-01   3.96053631174066e-01   3.96144208667284e-01   3.96251782744655e-01   3.96376962926887e-01   3.96520202125944e-01   3.96681770783810e-01   3.96861729403177e-01   3.97059900051317e-01   3.97275837719995e-01   3.97508802748765e-01   3.97757735848445e-01   3.98021237523109e-01   3.98297553897158e-01   3.98584570998657e-01   3.98879819497197e-01   3.99180491610258e-01   3.99483471431112e-01   3.99785379350224e-01   4.00082630401388e-01   4.00371505560739e-01   4.00648234076261e-01   4.00909084067747e-01   4.01150457910524e-01   4.01368988360196e-01   4.01561631100113e-01   4.01725749401694e-01   4.01859186884200e-01   4.01960324956759e-01   4.02028122344145e-01   4.02062135090802e-01   4.02062516526370e-01   4.02029997752141e-01   4.01965850213198e-01   4.01871832765432e-01   4.01750126293422e-01   4.01603259330243e-01   4.01434028294556e-01   4.01245415893141e-01   4.01040510950071e-01   4.00822432516425e-01   4.00594260565972e-01   4.00358975007786e-01   4.00119404137475e-01   3.99878183095051e-01   3.99637722394934e-01   3.99400186162559e-01   3.99167479382031e-01   3.98941243235166e-01   3.98722857443441e-01   3.98513448459509e-01   3.98313902358361e-01   3.98124881311181e-01   3.97946842616472e-01   3.97780059381424e-01   3.97624642048980e-01   3.97480560135789e-01   3.97347663625873e-01   3.97225703626214e-01   3.97114351975456e-01   3.97013219594920e-01   3.96921873454031e-01   3.96839852082332e-01   3.96766679616122e-01   3.96701878393943e-01   3.96644980154737e-01   3.96595535903631e-01   3.96553124514815e-01   3.96517360158067e-01   3.96487898620033e-01   3.96464442590384e-01   3.96446745961707e-01   3.96434617064600e-01   3.96427919153866e-01
   3.95496185817532e-01   3.95487061974013e-01   3.95470780685867e-01   3.95447566481465e-01   3.95417748275222e-01   3.95381756124849e-01   3.95340120329813e-01   3.95293470386502e-01   3.95242533498104e-01   3.95188132497939e-01   3.95131183071729e-01   3.95072690179955e-01   3.95013743621544e-01   3.94955512700839e-01   3.94899240005592e-01   3.94846234348828e-01   3.94797862959966e-01   3.94755543053024e-01   3.94720732918848e-01   3.94694922694739e-01   3.94679624944265e-01   3.94676365133087e-01   3.94686672007174e-01   3.94712067762235e-01   3.94754057750936e-01   3.94814119304187e-01   3.94893689064249e-01   3.94994148056128e-01   3.95116803589828e-01   3.95262867006035e-01   3.95433426296699e-01   3.95629412778114e-01   3.95851561268600e-01   3.96100363674195e-01   3.96376016491778e-01   3.96678363469361e-01   3.97006835487908e-01   3.97360390598421e-01   3.97737457925585e-01   3.98135889813842e-01   3.98552926943586e-01   3.98985181235928e-01   3.99428640969852e-01   3.99878701710114e-01   4.00330225469117e-01   4.00777628809458e-01   4.01214998807859e-01   4.01636233722948e-01   4.02035203286637e-01   4.02405921838018e-01   4.02742726191647e-01   4.03040449398686e-01   4.03294581461023e-01   4.03501408614175e-01   4.03658124012217e-01   4.03762904375248e-01   4.03814949271374e-01   4.03814482016748e-01   4.03762713455155e-01   4.03661771971822e-01   4.03514604815913e-01   4.03324857065197e-01   4.03096735268634e-01   4.02834862989986e-01   4.02544135171124e-01   4.02229577492026e-01   4.01896215921803e-01   4.01548960440163e-01   4.01192505676474e-01   4.00831249978050e-01   4.00469233337407e-01   4.00110093679782e-01   3.99757040267862e-01   3.99412842456179e-01   3.99079831717096e-01   3.98759914673665e-01   3.98454594869765e-01   3.98165001117978e-01   3.97891920423001e-01   3.97635833717707e-01   3.97396952917782e-01   3.97175258034266e-01   3.96970533399622e-01   3.96782402235432e-01   3.96610359065994e-01   3.96453799636068e-01   3.96312048152741e-01   3.96184381801603e-01   3.96070052577172e-01   3.95968306544535e-01   3.95878400679312e-01   3.95799617478084e-01   3.95731277534012e-01   3.95672750264521e-01   3.95623462987094e-01   3.95582908503677e-01   3.95550651339869e-01   3.95526332744290e-01   3.95509674368697e-01   3.95500478337310e-01
   3.94486021466209e-01   3.94474434505485e-01   3.94453767762385e-01   3.94424322866267e-01   3.94386540203438e-01   3.94340993569363e-01   3.94288387440619e-01   3.94229553734724e-01   3.94165447710298e-01   3.94097142879218e-01   3.94025824855256e-01   3.93952784106216e-01   3.93879407653067e-01   3.93807169814629e-01   3.93737622184276e-01   3.93672383111722e-01   3.93613127030803e-01   3.93561574047727e-01   3.93519480237513e-01   3.93488629097439e-01   3.93470824551538e-01   3.93467885784078e-01   3.93481643989540e-01   3.93513940851283e-01   3.93566628215303e-01   3.93641568009255e-01   3.93740631001859e-01   3.93865692538689e-01   3.94018622985857e-01   3.94201270311767e-01   3.94415432127729e-01   3.94662814660460e-01   3.94944976576875e-01   3.95263256408821e-01   3.95618683517055e-01   3.96011874045016e-01   3.96442915078771e-01   3.96911242139212e-01   3.97415516942538e-01   3.97953513966770e-01   3.98522025405805e-01   3.99116794565009e-01   3.99732487286948e-01   4.00362709618459e-01   4.01000077745795e-01   4.01636342990075e-01   4.02262571085646e-01   4.02869370842112e-01   4.03447163355739e-01   4.03986479409678e-01   4.04478269917425e-01   4.04914212635646e-01   4.05286998030083e-01   4.05590578175285e-01   4.05820364899621e-01   4.05973366769227e-01   4.06048258658202e-01   4.06045382189620e-01   4.05966679783655e-01   4.05815569078058e-01   4.05596767722434e-01   4.05316080807741e-01   4.04980164316035e-01   4.04596278048888e-01   4.04172040602237e-01   4.03715197258456e-01   4.03233409535953e-01   4.02734072667888e-01   4.02224164858709e-01   4.01710129860956e-01   4.01197792480428e-01   4.00692305060723e-01   4.00198121850878e-01   3.99718997448763e-01   3.99258005195463e-01   3.98817571312619e-01   3.98399520775743e-01   3.98005131281486e-01   3.97635192084193e-01   3.97290064983177e-01   3.96969745258058e-01   3.96673920786971e-01   3.96402028102715e-01   3.96153304443340e-01   3.95926835273253e-01   3.95721596989429e-01   3.95536494762842e-01   3.95370395647678e-01   3.95222157211026e-01   3.95090652031875e-01   3.94974788447545e-01   3.94873527969893e-01   3.94785899779396e-01   3.94711012675926e-01   3.94648064856550e-01   3.94596351825134e-01   3.94555272701279e-01   3.94524335126874e-01   3.94503158718328e-01   3.94491474189633e-01
   3.93441991377095e-01   3.93428180837675e-01   3.93403564737811e-01   3.93368530349883e-01   3.93323640904462e-01   3.93269627300357e-01   3.93207382374568e-01   3.93137954025681e-01   3.93062536819827e-01   3.92982461990887e-01   3.92899185836913e-01   3.92814276599824e-01   3.92729400047325e-01   3.92646304089499e-01   3.92566802920105e-01   3.92492761331594e-01   3.92426079989499e-01   3.92368682588467e-01   3.92322505887846e-01   3.92289493638724e-01   3.92271595327396e-01   3.92270770453185e-01   3.92288998702560e-01   3.92328295855311e-01   3.92390734570070e-01   3.92478468349745e-01   3.92593756029092e-01   3.92738983123111e-01   3.92916675433141e-01   3.93129499537097e-01   3.93380244357818e-01   3.93671778058744e-01   3.94006975162918e-01   3.94388610179223e-01   3.94819216157920e-01   3.95300909425537e-01   3.95835185141864e-01   3.96422692060626e-01   3.97062998541610e-01   3.97754365175035e-01   3.98493541747487e-01   3.99275607538640e-01   4.00093873505151e-01   4.00939862730933e-01   4.01803381724464e-01   4.02672689437068e-01   4.03534764308564e-01   4.04375662082522e-01   4.05180949751566e-01   4.05936194309667e-01   4.06627479655781e-01   4.07241921758890e-01   4.07768151361574e-01   4.08196735196229e-01   4.08520510885977e-01   4.08734816907531e-01   4.08837606649839e-01   4.08829443957610e-01   4.08713385719189e-01   4.08494764360563e-01   4.08180888852490e-01   4.07780686667956e-01   4.07304310784302e-01   4.06762735479089e-01   4.06167362544479e-01   4.05529656010728e-01   4.04860819212083e-01   4.04171523334176e-01   4.03471692117596e-01   4.02770343343261e-01   4.02075484489381e-01   4.01394057533019e-01   4.00731926283123e-01   4.00093898853492e-01   3.99483777783839e-01   3.98904430610889e-01   3.98357874386042e-01   3.97845368521585e-01   3.97367511246343e-01   3.96924335897172e-01   3.96515404156679e-01   3.96139894063851e-01   3.95796681390815e-01   3.95484413422506e-01   3.95201574740644e-01   3.94946544927049e-01   3.94717648399854e-01   3.94513196820030e-01   3.94331524646767e-01   3.94171018527945e-01   3.94030141234180e-01   3.93907450882323e-01   3.93801616157190e-01   3.93711428182895e-01   3.93635809661196e-01   3.93573821790526e-01   3.93524669410402e-01   3.93487704709598e-01   3.93462429516278e-01   3.93448492803060e-01
   3.92417563062031e-01   3.92402010520360e-01   3.92374316480620e-01   3.92334962201397e-01   3.92284644535821e-01   3.92224263737011e-01   3.92154913285327e-01   3.92077867584489e-01   3.91994567150744e-01   3.91906601264730e-01   3.91815688194947e-01   3.91723653247411e-01   3.91632405107100e-01   3.91543911142251e-01   3.91460172610795e-01   3.91383200989263e-01   3.91314996908090e-01   3.91257533437867e-01   3.91212745649626e-01   3.91182528449300e-01   3.91168744597140e-01   3.91173244519424e-01   3.91197898942817e-01   3.91244644486540e-01   3.91315541120585e-01   3.91412838847016e-01   3.91539049148677e-01   3.91697014793217e-01   3.91889969665672e-01   3.92121578647402e-01   3.92395946463755e-01   3.92717584179399e-01   3.93091322865602e-01   3.93522166157617e-01   3.94015077024905e-01   3.94574699012813e-01   3.95205018256370e-01   3.95908979313836e-01   3.96688074622623e-01   3.97541933562055e-01   3.98467941750675e-01   3.99460923869737e-01   4.00512923085124e-01   4.01613106838559e-01   4.02747822526939e-01   4.03900817069722e-01   4.05053623070819e-01   4.06186101268725e-01   4.07277116054689e-01   4.08305309031341e-01   4.09249926061976e-01   4.10091647307274e-01   4.10813367983099e-01   4.11400880282198e-01   4.11843414035138e-01   4.12134004431237e-01   4.12269668469131e-01   4.12251386396535e-01   4.12083898649957e-01   4.11775341429457e-01   4.11336753807433e-01   4.10781495508578e-01   4.10124616798840e-01   4.09382220601943e-01   4.08570852507663e-01   4.07706947510409e-01   4.06806354343497e-01   4.05883949811774e-01   4.04953347702006e-01   4.04026700063587e-01   4.03114583503228e-01   4.02225959618205e-01   4.01368196744685e-01   4.00547139671287e-01   3.99767214553897e-01   3.99031557463373e-01   3.98342156700638e-01   3.97700000866100e-01   3.97105226398307e-01   3.96557259924049e-01   3.96054952155792e-01   3.95596701125348e-01   3.95180563555107e-01   3.94804353713023e-01   3.94465729751393e-01   3.94162267857718e-01   3.93891524855051e-01   3.93651090113858e-01   3.93438627772031e-01   3.93251910363025e-01   3.93088844960518e-01   3.92947492976825e-01   3.92826084693385e-01   3.92723029517635e-01   3.92636922900407e-01   3.92566550704486e-01   3.92510891709805e-01   3.92469118791908e-01   3.92440598920781e-01   3.92424888285653e-01
   3.91470934377009e-01   3.91454370155024e-01   3.91424917578728e-01   3.91383161091897e-01   3.91329942923045e-01   3.91266345946016e-01   3.91193677406155e-01   3.91113449087657e-01   3.91027353542894e-01   3.90937236404629e-01   3.90845064999298e-01   3.90752893705117e-01   3.90662826817563e-01   3.90576980027686e-01   3.90497442057560e-01   3.90426238477828e-01   3.90365300218995e-01   3.90316439779203e-01   3.90281338525352e-01   3.90261548727898e-01   3.90258513954746e-01   3.90273611076732e-01   3.90308216289717e-01   3.90363796146188e-01   3.90442022551562e-01   3.90544908023722e-01   3.90674954318754e-01   3.90835303989541e-01   3.91029880879017e-01   3.91263502355620e-01   3.91541943798271e-01   3.91871934963763e-01   3.92261068885465e-01   3.92717607295319e-01   3.93250172383485e-01   3.93867322901501e-01   3.94577022781528e-01   3.95386021885804e-01   3.96299180088750e-01   3.97318776563400e-01   3.98443854377070e-01   3.99669655413851e-01   4.00987200887150e-01   4.02383067853594e-01   4.03839402320681e-01   4.05334194431791e-01   4.06841822879906e-01   4.08333854530335e-01   4.09780063921716e-01   4.11149617622391e-01   4.12412352332012e-01   4.13540065251756e-01   4.14507731773292e-01   4.15294569542683e-01   4.15884879414559e-01   4.16268611480792e-01   4.16441626534073e-01   4.16405647682035e-01   4.16167920661084e-01   4.15740622409095e-01   4.15140073504220e-01   4.14385819968502e-01   4.13499653007512e-01   4.12504632063922e-01   4.11424168044666e-01   4.10281211188782e-01   4.09097573886403e-01   4.07893404163195e-01   4.06686812377952e-01   4.05493642707684e-01   4.04327373104665e-01   4.03199122553483e-01   4.02117742414164e-01   4.01089969000572e-01   4.00120616665034e-01   3.99212793668239e-01   3.98368126681934e-01   3.97586983307189e-01   3.96868685076012e-01   3.96211706047783e-01   3.95613854172187e-01   3.95072433994725e-01   3.94584390457254e-01   3.94146434053169e-01   3.93755148183671e-01   3.93407079755326e-01   3.93098814255771e-01   3.92827036679107e-01   3.92588579743743e-01   3.92380460915980e-01   3.92199909741878e-01   3.92044387017806e-01   3.91911597265262e-01   3.91799495882871e-01   3.91706292276182e-01   3.91630450094587e-01   3.91570685568561e-01   3.91525964750774e-01   3.91495500014144e-01   3.91478742028423e-01
