   1.98573743824250e+00   7.02059698395963e-01   3.82152441379935e-01   2.48215188514359e-01
   1.92600121758679e+00   6.80821744195473e-01   3.70580068435039e-01   2.40696007738584e-01
   1.82307666307043e+00   6.43842034926875e-01   3.50391379405749e-01   2.27569548053821e-01
   1.68416620172291e+00   5.93113755154869e-01   3.22615792545967e-01   2.09491822877202e-01
   1.51855171348351e+00   5.31307163603205e-01   2.88646296370150e-01   1.87353900734670e-01
   1.33654202217606e+00   4.61550805959400e-01   2.50137320853510e-01   1.62219498575025e-01
   1.14841317658197e+00   3.87192780418427e-01   2.08890984857955e-01   1.35254895628123e-01
   9.63475302620101e-01   3.11560506882219e-01   1.66738584717559e-01   1.07654885497134e-01
   7.89376834460158e-01   2.37741229270326e-01   1.25426976981931e-01   8.05704331533025e-02
   6.31704696162070e-01   1.68401826642193e-01   8.65186853768300e-02   5.50434115057355e-02
   4.93883279049379e-01   1.05660642870523e-01   5.13127322594756e-02   3.19529069667766e-02
   3.77328376883911e-01   5.10172277610463e-02   2.07907830003479e-02   1.19763280000760e-02
   2.81782335238025e-01   5.33916568222810e-03  -4.40946226816730e-03  -4.43290632414695e-03
   2.05745863434727e-01  -3.11006298597530e-02  -2.39943059615365e-02  -1.70508366368723e-02
   1.46928134243902e-01  -5.85469760192123e-02  -3.79904543351226e-02  -2.58727308884252e-02
   1.02654547606300e-01  -7.76589846095430e-02  -4.67024390425842e-02  -3.10894569834807e-02
   7.01944797599802e-02  -8.93937402883526e-02  -5.06567784802191e-02  -3.30536146160708e-02
   4.69937990097078e-02  -9.48895430845101e-02  -5.05389689159351e-02  -3.22390521784317e-02
   3.08149344450977e-02  -9.53588429331341e-02  -4.71291393439894e-02  -2.91974953709922e-02
   1.97990393142703e-02  -9.19980115692822e-02  -4.12414349867956e-02  -2.45157762557469e-02
   1.24702994064255e-02  -8.59179579078983e-02  -3.36710735280472e-02  -1.87766426109393e-02
   7.70292555988684e-03  -7.80967083550133e-02  -2.51517173305232e-02  -1.25254321178901e-02
   4.66858217145962e-03  -6.93527325665166e-02  -1.63244891550279e-02  -6.24410734262524e-03
   2.77764849470336e-03  -6.03361416626782e-02  -7.71875877176938e-03  -3.33349404305297e-04
   1.62312840224757e-03  -5.15339486374373e-02   2.56152398662654e-04   4.89731958462862e-03
   9.32051176442607e-04  -4.32852782008873e-02   7.30991547921863e-03   9.23202347517441e-03
   5.26227236773747e-04  -3.58026159950305e-02   1.32627803728597e-02   1.25447162568403e-02
   2.92278013701449e-04  -2.91957296996049e-02   1.80319591902281e-02   1.47904329517873e-02
   1.59793002541898e-04  -2.34956206370029e-02   2.16149004398061e-02   1.59930950639614e-02
   8.60427695968635e-05  -1.86766402772387e-02   2.40713186407955e-02   1.62313339727959e-02
   4.56592426174962e-05  -1.46756302954616e-02   2.55055093347822e-02   1.56236590784166e-02
   2.38929405546681e-05  -1.14075559471844e-02   2.60500946204623e-02   1.43140824985725e-02
   1.23370661133569e-05  -8.77757103679775e-03   2.58519574438472e-02   1.24590537462391e-02
   6.28978864578766e-06  -6.68977444850212e-03   2.50607702989210e-02   1.02162872397366e-02
   3.16831209369608e-06  -5.05310904602188e-03   2.38202281696018e-02   7.73580791266346e-03
   1.57789675657424e-06  -3.78493809510732e-03   2.22618683772854e-02   5.15331451590573e-03
   7.77470195849694e-07  -2.81284028123590e-03   2.05012030896318e-02   2.58577766511847e-03
   3.79265905804610e-07  -2.07511904440264e-03   1.86357978153959e-02   1.29055011101892e-04
   1.83300370754081e-07  -1.52044840726787e-03   1.67448914829367e-02  -2.14278090126668e-03
   8.78316237350109e-08  -1.10699301441420e-03   1.48901579766522e-02  -4.17675062446411e-03
   4.17559817927304e-08  -8.01257271020952e-04   1.31172431401795e-02  -5.93926795739257e-03
   1.97098010549995e-08  -5.76844405900254e-04   1.14577629580730e-02  -7.41376928339461e-03
   9.24400342115163e-09  -4.13244919654538e-04   9.93150901936576e-03  -8.59797028829105e-03
   4.31095570143209e-09  -2.94725916801250e-04   8.54866844618587e-03  -9.50099848541699e-03
   2.00053577064255e-09  -2.09357517483372e-04   7.31192191182103e-03  -1.01405959033847e-02
   9.24494153167375e-10  -1.48188187242221e-04   6.21833285478090e-03  -1.05405325404729e-02
   4.25769613453893e-10  -1.04565127635325e-04   5.26098074829249e-03  -1.07283225044895e-02
   1.95563056436610e-10  -7.35868378948513e-05   4.43032232823124e-03  -1.07332925228824e-02
   8.96542276742889e-11  -5.16705968126340e-05   3.71528672890277e-03  -1.05850185545497e-02
   4.10541902320940e-11  -3.62164099596956e-05   3.10412510204935e-03  -1.03121203884339e-02
   1.87922337482241e-11  -2.53497036970699e-05   2.58504384731291e-03  -9.94138601101285e-03
   8.60528230735981e-12  -1.77268438619756e-05   2.14665432080193e-03  -9.49718623097463e-03
   3.94501882535080e-12  -1.23898184437863e-05   1.77827224276578e-03  -9.00113434359630e-03
   1.81201268199266e-12  -8.65876305670279e-06   1.47009811789201e-03  -8.47194431956867e-03
