   8.34510349840894e-13  -6.05319919972670e-06   1.21330666140105e-03  -7.92544286445508e-03
   3.85646660513233e-13  -4.23478564160010e-06   1.00006926806823e-03  -7.37469470567329e-03
   1.78962622819176e-13  -2.96601058771512e-06   8.23529433361714e-04  -6.83020572655324e-03
   8.34595038574155e-14  -2.08057997359901e-06   6.77747064698393e-04  -6.30017431250407e-03
   3.91429592329584e-14  -1.46231305457648e-06   5.57624057108539e-04  -5.79076707986622e-03
   1.84763932270869e-14  -1.03017815267654e-06   4.58820419805477e-04  -5.30640062758339e-03
   8.78385149195459e-15  -7.27729683682968e-07   3.77667642460165e-04  -4.85001572664279e-03
   4.20893823624954e-15  -5.15681078377619e-07   3.11083940102753e-04  -4.42333464111162e-03
   2.03419270590336e-15  -3.66700040080693e-07   2.56494364434663e-04  -4.02709559627470e-03
   9.92320918929112e-16  -2.61771458577274e-07   2.11757555557479e-04  -3.66126121596514e-03
   4.88941964023405e-16  -1.87661693495105e-07   1.75099998989300e-04  -3.32519981517686e-03
   2.43505032449488e-16  -1.35153965937956e-07   1.45058012793525e-04  -3.01783992535874e-03
   1.22659119826268e-16  -9.78220779072082e-08   1.20427266890114e-04  -2.73779952505541e-03
   6.25351223781067e-17  -7.11790466037885e-08   1.00219361484923e-04  -2.48349207480608e-03
   3.22898697805881e-17  -5.20863542102402e-08   8.36248414283202e-05  -2.25321184369817e-03
   1.68969061893711e-17  -3.83440971168674e-08   6.99819524403553e-05  -2.04520113529526e-03
   8.96647031238393e-18  -2.84065771071720e-08   5.87504350096694e-05  -1.85770201287555e-03
   4.82812092465237e-18  -2.11848263383043e-08   4.94896773338978e-05  -1.68899498747858e-03
   2.63960990228168e-18  -1.59093668460625e-08   4.18405970475953e-05  -1.53742692327361e-03
   1.46609655538845e-18  -1.20347126360921e-08   3.55106826255494e-05  -1.40143017889013e-03
   8.27744182599695e-19  -9.17281475213278e-09   3.02616911024722e-05  -1.27953475789823e-03
   4.75316640456330e-19  -7.04659135176844e-09   2.58995631593351e-05  -1.17037497757857e-03
   2.77752905256631e-19  -5.45741237637906e-09   2.22661786941804e-05  -1.07269193336030e-03
   1.65253584675443e-19  -4.26229389681382e-09   1.92326326035592e-05  -9.85332822245046e-04
   1.00156743459027e-19  -3.35786028218106e-09   1.66937606802769e-05  -9.07247986938043e-04
   6.18669940505230e-20  -2.66903330156439e-09   1.45636899704380e-05  -8.37486376729074e-04
   3.89665340292297e-20  -2.14103026473889e-09   1.27722262019663e-05  -7.75189978530992e-04
   2.50365594825500e-20  -1.73368438524698e-09   1.12619232109128e-05  -7.19587640216670e-04
   1.64170583235077e-20  -1.41739941954808e-09   9.98570727013651e-06  -6.69988622318838e-04
   1.09908919023775e-20  -1.17025771219673e-09   8.90495172346175e-06  -6.25776112951274e-04
   7.51549694753338e-21  -9.75944926816694e-10   7.98791694721244e-06  -5.86400889858774e-04
   5.25086596352519e-21  -8.22254924072717e-10   7.20848624380758e-06  -5.51375251872091e-04
   3.74977132616970e-21  -7.00008214228113e-10   6.54514136029033e-06  -5.20267302473909e-04
   2.73792868716867e-21  -6.02266327284723e-10   5.98013202338045e-06  -4.92695637626784e-04
   2.04463800352585e-21  -5.23758725098295e-10   5.49880256284449e-06  -4.68324464717272e-04
   1.56210985856930e-21  -4.60462989746294e-10   5.08904582370143e-06  -4.46859163570285e-04
   1.22129840710829e-21  -4.09296004678332e-10   4.74086026234231e-06  -4.28042284502898e-04
   9.77353154419820e-22  -3.67885877229910e-10   4.44599087616677e-06  -4.11649973711012e-04
   8.00746980319609e-22  -3.34402871942347e-10   4.19763836395857e-06  -3.97488808868949e-04
   6.71796488335139e-22  -3.07433695771253e-10   3.99022396213038e-06  -3.85393023260597e-04
   5.77235826771437e-22  -2.85887829301669e-10   3.81919996189963e-06  -3.75222099307749e-04
   5.08049829541708e-22  -2.68927708092917e-10   3.68089786273432e-06  -3.66858708232958e-04
   4.58090144782812e-22  -2.55916816273324e-10   3.57240779137482e-06  -3.60206974670632e-04
   4.23185681004880e-22  -2.46381387433498e-10   3.49148410738416e-06  -3.55191042769606e-04
   4.00570847069468e-22  -2.39982552427164e-10   3.43647270596043e-06  -3.51753889013484e-04
   3.88520619255882e-22  -2.36495849774289e-10   3.40624929558103e-06  -3.49855877523678e-04
